warmup,run_id,message_id,source_row_id,source_timestamp_utc,client_started_at_utc,client_ended_at_utc,http_status,contract_ok,deadline_met,end_to_end_ms,server_processing_ms,storage_write_ms,client_network_overhead_ms,request_bytes,response_bytes,function_version,azure_received_at_utc,azure_persisted_at_utc,error
False,azure-live-20260802T165654Z,msg-00082,historical:037044,2026-05-21T08:50:16.492959500+00:00,2026-08-02T16:56:59.781+00:00,2026-08-02T16:56:59.828+00:00,200,True,True,46.869,8.47,8.242,38.399,555,609,v3.0-azure-live-replay,2026-08-02T16:56:59.950Z,2026-08-02T16:56:59.959Z,
False,azure-live-20260802T165654Z,msg-00083,historical:037496,2026-05-21T09:20:10.795705100+00:00,2026-08-02T16:56:59.830+00:00,2026-08-02T16:56:59.879+00:00,200,True,True,48.764,10.355,10.085,38.409,555,612,v3.0-azure-live-replay,2026-08-02T16:56:59.999Z,2026-08-02T16:57:00.009Z,
False,azure-live-20260802T165654Z,msg-00084,historical:037947,2026-05-21T09:51:15.110095500+00:00,2026-08-02T16:56:59.880+00:00,2026-08-02T16:56:59.939+00:00,200,True,True,59.364,9.288,9.031,50.076,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.048Z,2026-08-02T16:57:00.057Z,
False,azure-live-20260802T165654Z,msg-00085,historical:038399,2026-05-21T10:21:03.071331300+00:00,2026-08-02T16:56:59.940+00:00,2026-08-02T16:56:59.994+00:00,200,True,True,53.616,11.902,11.41,41.714,555,611,v3.0-azure-live-replay,2026-08-02T16:57:00.113Z,2026-08-02T16:57:00.125Z,
False,azure-live-20260802T165654Z,msg-00086,historical:038851,2026-05-21T10:49:43.647947200+00:00,2026-08-02T16:56:59.994+00:00,2026-08-02T16:57:00.041+00:00,200,True,True,46.974,7.751,7.505,39.223,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.163Z,2026-08-02T16:57:00.171Z,
False,azure-live-20260802T165654Z,msg-00087,historical:039303,2026-05-21T11:17:42.940220800+00:00,2026-08-02T16:57:00.043+00:00,2026-08-02T16:57:00.087+00:00,200,True,True,44.535,7.727,7.486,36.808,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.211Z,2026-08-02T16:57:00.219Z,
False,azure-live-20260802T165654Z,msg-00088,historical:039754,2026-05-21T11:46:36.946570200+00:00,2026-08-02T16:57:00.088+00:00,2026-08-02T16:57:00.145+00:00,200,True,True,57.076,17.621,17.378,39.455,555,612,v3.0-azure-live-replay,2026-08-02T16:57:00.258Z,2026-08-02T16:57:00.275Z,
False,azure-live-20260802T165654Z,msg-00089,historical:040206,2026-05-21T12:15:06.537578700+00:00,2026-08-02T16:57:00.146+00:00,2026-08-02T16:57:00.193+00:00,200,True,True,47.014,8.995,8.656,38.019,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.315Z,2026-08-02T16:57:00.324Z,
False,azure-live-20260802T165654Z,msg-00090,historical:040658,2026-05-21T12:43:30.468370+00:00,2026-08-02T16:57:00.194+00:00,2026-08-02T16:57:00.293+00:00,200,True,True,98.949,9.331,9.036,89.618,552,610,v3.0-azure-live-replay,2026-08-02T16:57:00.414Z,2026-08-02T16:57:00.424Z,
False,azure-live-20260802T165654Z,msg-00091,historical:041110,2026-05-21T13:13:06.985702+00:00,2026-08-02T16:57:00.294+00:00,2026-08-02T16:57:00.344+00:00,200,True,True,49.506,8.254,8.009,41.252,552,610,v3.0-azure-live-replay,2026-08-02T16:57:00.463Z,2026-08-02T16:57:00.472Z,
False,azure-live-20260802T165654Z,msg-00092,historical:041561,2026-05-21T13:42:10.178928100+00:00,2026-08-02T16:57:00.345+00:00,2026-08-02T16:57:00.391+00:00,200,True,True,46.408,8.632,8.392,37.776,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.514Z,2026-08-02T16:57:00.523Z,
False,azure-live-20260802T165654Z,msg-00093,historical:042013,2026-05-21T14:10:51.460616600+00:00,2026-08-02T16:57:00.393+00:00,2026-08-02T16:57:00.438+00:00,200,True,True,45.319,7.699,7.438,37.62,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.562Z,2026-08-02T16:57:00.570Z,
False,azure-live-20260802T165654Z,msg-00094,historical:042465,2026-05-21T14:39:36.941602900+00:00,2026-08-02T16:57:00.439+00:00,2026-08-02T16:57:00.486+00:00,200,True,True,47.513,8.809,8.56,38.704,555,609,v3.0-azure-live-replay,2026-08-02T16:57:00.608Z,2026-08-02T16:57:00.617Z,
False,azure-live-20260802T165654Z,msg-00095,historical:042917,2026-05-21T15:08:04.637475100+00:00,2026-08-02T16:57:00.488+00:00,2026-08-02T16:57:00.533+00:00,200,True,True,45.4,7.773,7.527,37.627,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.656Z,2026-08-02T16:57:00.664Z,
False,azure-live-20260802T165654Z,msg-00096,historical:043368,2026-05-21T15:35:39.209777800+00:00,2026-08-02T16:57:00.534+00:00,2026-08-02T16:57:00.584+00:00,200,True,True,50.058,8.321,8.063,41.737,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.703Z,2026-08-02T16:57:00.711Z,
False,azure-live-20260802T165654Z,msg-00097,historical:043820,2026-05-21T16:03:37.595210600+00:00,2026-08-02T16:57:00.585+00:00,2026-08-02T16:57:00.630+00:00,200,True,True,45.175,8.124,7.886,37.051,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.754Z,2026-08-02T16:57:00.762Z,
False,azure-live-20260802T165654Z,msg-00098,historical:044272,2026-05-21T16:31:11.748602100+00:00,2026-08-02T16:57:00.631+00:00,2026-08-02T16:57:00.676+00:00,200,True,True,44.776,7.468,7.229,37.308,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.800Z,2026-08-02T16:57:00.807Z,
False,azure-live-20260802T165654Z,msg-00099,historical:044724,2026-05-21T16:58:49.768744100+00:00,2026-08-02T16:57:00.676+00:00,2026-08-02T16:57:00.723+00:00,200,True,True,46.483,8.363,8.041,38.12,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.846Z,2026-08-02T16:57:00.854Z,
False,azure-live-20260802T165654Z,msg-00100,historical:045175,2026-05-21T17:27:04.843287500+00:00,2026-08-02T16:57:00.724+00:00,2026-08-02T16:57:00.770+00:00,200,True,True,45.785,8.385,8.123,37.4,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.892Z,2026-08-02T16:57:00.900Z,
False,azure-live-20260802T165654Z,msg-00101,historical:045627,2026-05-21T17:55:09.868465600+00:00,2026-08-02T16:57:00.771+00:00,2026-08-02T16:57:00.815+00:00,200,True,True,43.964,7.751,7.507,36.213,555,610,v3.0-azure-live-replay,2026-08-02T16:57:00.939Z,2026-08-02T16:57:00.947Z,
False,azure-live-20260802T165654Z,msg-00102,historical:046079,2026-05-21T18:23:34.189380+00:00,2026-08-02T16:57:00.816+00:00,2026-08-02T16:57:00.865+00:00,200,True,True,49.656,11.533,11.292,38.123,552,612,v3.0-azure-live-replay,2026-08-02T16:57:00.985Z,2026-08-02T16:57:00.996Z,
False,azure-live-20260802T165654Z,msg-00103,historical:046531,2026-05-21T18:53:03.602042900+00:00,2026-08-02T16:57:00.866+00:00,2026-08-02T16:57:00.911+00:00,200,True,True,45.215,7.722,7.489,37.493,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.035Z,2026-08-02T16:57:01.043Z,
False,azure-live-20260802T165654Z,msg-00104,historical:046983,2026-05-21T19:21:07.272795100+00:00,2026-08-02T16:57:00.912+00:00,2026-08-02T16:57:00.957+00:00,200,True,True,44.37,7.814,7.556,36.556,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.080Z,2026-08-02T16:57:01.088Z,
False,azure-live-20260802T165654Z,msg-00105,historical:047434,2026-05-21T19:49:31.917204700+00:00,2026-08-02T16:57:00.958+00:00,2026-08-02T16:57:01.010+00:00,200,True,True,52.213,7.331,7.083,44.882,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.134Z,2026-08-02T16:57:01.141Z,
False,azure-live-20260802T165654Z,msg-00106,historical:047886,2026-05-21T20:17:19.298502200+00:00,2026-08-02T16:57:01.011+00:00,2026-08-02T16:57:01.063+00:00,200,True,True,51.35,9.116,8.55,42.234,555,609,v3.0-azure-live-replay,2026-08-02T16:57:01.184Z,2026-08-02T16:57:01.193Z,
False,azure-live-20260802T165654Z,msg-00107,historical:048338,2026-05-21T20:45:04.775049600+00:00,2026-08-02T16:57:01.064+00:00,2026-08-02T16:57:01.110+00:00,200,True,True,45.714,8.095,7.85,37.619,555,609,v3.0-azure-live-replay,2026-08-02T16:57:01.232Z,2026-08-02T16:57:01.240Z,
False,azure-live-20260802T165654Z,msg-00108,historical:048790,2026-05-21T21:12:28.177640300+00:00,2026-08-02T16:57:01.110+00:00,2026-08-02T16:57:01.156+00:00,200,True,True,45.211,8.035,7.761,37.176,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.279Z,2026-08-02T16:57:01.287Z,
False,azure-live-20260802T165654Z,msg-00109,historical:049241,2026-05-21T21:40:08.184596400+00:00,2026-08-02T16:57:01.156+00:00,2026-08-02T16:57:01.201+00:00,200,True,True,44.633,7.775,7.536,36.858,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.324Z,2026-08-02T16:57:01.332Z,
False,azure-live-20260802T165654Z,msg-00110,historical:049693,2026-05-21T22:08:45.926248300+00:00,2026-08-02T16:57:01.202+00:00,2026-08-02T16:57:01.253+00:00,200,True,True,50.023,12.0,11.758,38.023,555,608,v3.0-azure-live-replay,2026-08-02T16:57:01.371Z,2026-08-02T16:57:01.383Z,
False,azure-live-20260802T165654Z,msg-00111,historical:050145,2026-05-21T22:36:41.561315400+00:00,2026-08-02T16:57:01.253+00:00,2026-08-02T16:57:01.302+00:00,200,True,True,48.872,7.4,7.157,41.472,555,608,v3.0-azure-live-replay,2026-08-02T16:57:01.424Z,2026-08-02T16:57:01.431Z,
False,azure-live-20260802T165654Z,msg-00112,historical:050597,2026-05-21T23:04:46.432871700+00:00,2026-08-02T16:57:01.303+00:00,2026-08-02T16:57:01.348+00:00,200,True,True,44.713,7.452,7.196,37.261,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.472Z,2026-08-02T16:57:01.480Z,
False,azure-live-20260802T165654Z,msg-00113,historical:051048,2026-05-21T23:32:13.576922500+00:00,2026-08-02T16:57:01.349+00:00,2026-08-02T16:57:01.395+00:00,200,True,True,46.185,7.168,6.799,39.017,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.518Z,2026-08-02T16:57:01.525Z,
False,azure-live-20260802T165654Z,msg-00114,historical:051500,2026-05-22T00:00:10.472303100+00:00,2026-08-02T16:57:01.396+00:00,2026-08-02T16:57:01.447+00:00,200,True,True,51.185,7.621,7.299,43.564,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.570Z,2026-08-02T16:57:01.577Z,
False,azure-live-20260802T165654Z,msg-00115,historical:051952,2026-05-22T00:28:21.798766700+00:00,2026-08-02T16:57:01.448+00:00,2026-08-02T16:57:01.493+00:00,200,True,True,45.02,7.136,6.891,37.884,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.618Z,2026-08-02T16:57:01.625Z,
False,azure-live-20260802T165654Z,msg-00116,historical:052404,2026-05-22T00:56:48.611270100+00:00,2026-08-02T16:57:01.494+00:00,2026-08-02T16:57:01.540+00:00,200,True,True,45.373,8.462,8.226,36.911,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.663Z,2026-08-02T16:57:01.671Z,
False,azure-live-20260802T165654Z,msg-00117,historical:052855,2026-05-22T01:26:11.511668900+00:00,2026-08-02T16:57:01.540+00:00,2026-08-02T16:57:01.587+00:00,200,True,True,46.731,9.33,9.095,37.401,555,609,v3.0-azure-live-replay,2026-08-02T16:57:01.710Z,2026-08-02T16:57:01.719Z,
False,azure-live-20260802T165654Z,msg-00118,historical:053307,2026-05-22T01:55:18.889722900+00:00,2026-08-02T16:57:01.588+00:00,2026-08-02T16:57:01.633+00:00,200,True,True,44.456,8.062,7.816,36.394,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.757Z,2026-08-02T16:57:01.765Z,
False,azure-live-20260802T165654Z,msg-00119,historical:053759,2026-05-22T02:24:03.530876100+00:00,2026-08-02T16:57:01.633+00:00,2026-08-02T16:57:01.679+00:00,200,True,True,46.361,7.839,7.591,38.522,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.803Z,2026-08-02T16:57:01.811Z,
False,azure-live-20260802T165654Z,msg-00120,historical:054211,2026-05-22T02:53:05.909280400+00:00,2026-08-02T16:57:01.680+00:00,2026-08-02T16:57:01.724+00:00,200,True,True,44.205,7.64,7.392,36.565,555,609,v3.0-azure-live-replay,2026-08-02T16:57:01.848Z,2026-08-02T16:57:01.856Z,
False,azure-live-20260802T165654Z,msg-00121,historical:054662,2026-05-22T03:21:45.692798900+00:00,2026-08-02T16:57:01.724+00:00,2026-08-02T16:57:01.779+00:00,200,True,True,54.127,10.116,9.803,44.011,555,611,v3.0-azure-live-replay,2026-08-02T16:57:01.900Z,2026-08-02T16:57:01.910Z,
False,azure-live-20260802T165654Z,msg-00122,historical:055114,2026-05-22T03:53:32.935883800+00:00,2026-08-02T16:57:01.779+00:00,2026-08-02T16:57:01.836+00:00,200,True,True,56.807,8.013,7.731,48.794,555,610,v3.0-azure-live-replay,2026-08-02T16:57:01.959Z,2026-08-02T16:57:01.967Z,
False,azure-live-20260802T165654Z,msg-00123,historical:055566,2026-05-22T04:22:37.716047700+00:00,2026-08-02T16:57:01.837+00:00,2026-08-02T16:57:01.887+00:00,200,True,True,49.331,7.875,7.627,41.456,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.009Z,2026-08-02T16:57:02.017Z,
False,azure-live-20260802T165654Z,msg-00124,historical:056018,2026-05-22T04:51:16.705544800+00:00,2026-08-02T16:57:01.887+00:00,2026-08-02T16:57:01.938+00:00,200,True,True,50.415,10.331,10.079,40.084,555,612,v3.0-azure-live-replay,2026-08-02T16:57:02.057Z,2026-08-02T16:57:02.068Z,
False,azure-live-20260802T165654Z,msg-00125,historical:056469,2026-05-22T05:19:47.104857200+00:00,2026-08-02T16:57:01.939+00:00,2026-08-02T16:57:01.987+00:00,200,True,True,47.445,8.22,7.985,39.225,555,609,v3.0-azure-live-replay,2026-08-02T16:57:02.109Z,2026-08-02T16:57:02.118Z,
False,azure-live-20260802T165654Z,msg-00126,historical:056921,2026-05-22T05:48:19.906315200+00:00,2026-08-02T16:57:01.988+00:00,2026-08-02T16:57:02.035+00:00,200,True,True,46.939,9.761,9.505,37.178,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.156Z,2026-08-02T16:57:02.166Z,
False,azure-live-20260802T165654Z,msg-00127,historical:057373,2026-05-22T06:17:36.661324900+00:00,2026-08-02T16:57:02.036+00:00,2026-08-02T16:57:02.083+00:00,200,True,True,46.603,7.903,7.646,38.7,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.206Z,2026-08-02T16:57:02.214Z,
False,azure-live-20260802T165654Z,msg-00128,historical:057825,2026-05-22T06:46:21.785971900+00:00,2026-08-02T16:57:02.084+00:00,2026-08-02T16:57:02.131+00:00,200,True,True,46.489,8.087,7.83,38.402,555,609,v3.0-azure-live-replay,2026-08-02T16:57:02.253Z,2026-08-02T16:57:02.262Z,
False,azure-live-20260802T165654Z,msg-00129,historical:058277,2026-05-22T07:16:13.053546200+00:00,2026-08-02T16:57:02.132+00:00,2026-08-02T16:57:02.178+00:00,200,True,True,46.118,9.603,9.365,36.515,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.300Z,2026-08-02T16:57:02.310Z,
False,azure-live-20260802T165654Z,msg-00130,historical:058728,2026-05-22T07:45:23.992406400+00:00,2026-08-02T16:57:02.178+00:00,2026-08-02T16:57:02.223+00:00,200,True,True,44.753,7.861,7.539,36.892,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.346Z,2026-08-02T16:57:02.354Z,
False,azure-live-20260802T165654Z,msg-00131,historical:059180,2026-05-22T08:14:26.410898400+00:00,2026-08-02T16:57:02.224+00:00,2026-08-02T16:57:02.271+00:00,200,True,True,46.996,7.066,6.833,39.93,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.392Z,2026-08-02T16:57:02.399Z,
False,azure-live-20260802T165654Z,msg-00132,historical:059632,2026-05-22T08:43:17.042199700+00:00,2026-08-02T16:57:02.271+00:00,2026-08-02T16:57:02.317+00:00,200,True,True,45.305,8.24,7.995,37.065,555,609,v3.0-azure-live-replay,2026-08-02T16:57:02.441Z,2026-08-02T16:57:02.449Z,
False,azure-live-20260802T165654Z,msg-00133,historical:060084,2026-05-22T09:11:21.482700200+00:00,2026-08-02T16:57:02.317+00:00,2026-08-02T16:57:02.364+00:00,200,True,True,47.281,8.669,8.427,38.612,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.487Z,2026-08-02T16:57:02.496Z,
False,azure-live-20260802T165654Z,msg-00134,historical:060535,2026-05-22T09:39:27.562004600+00:00,2026-08-02T16:57:02.365+00:00,2026-08-02T16:57:02.410+00:00,200,True,True,44.848,7.68,7.445,37.168,555,609,v3.0-azure-live-replay,2026-08-02T16:57:02.534Z,2026-08-02T16:57:02.542Z,
False,azure-live-20260802T165654Z,msg-00135,historical:060987,2026-05-22T10:07:28.311192900+00:00,2026-08-02T16:57:02.410+00:00,2026-08-02T16:57:02.457+00:00,200,True,True,46.484,7.163,6.924,39.321,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.582Z,2026-08-02T16:57:02.589Z,
False,azure-live-20260802T165654Z,msg-00136,historical:061439,2026-05-22T10:35:18.619794200+00:00,2026-08-02T16:57:02.458+00:00,2026-08-02T16:57:02.503+00:00,200,True,True,45.837,7.686,7.38,38.151,555,609,v3.0-azure-live-replay,2026-08-02T16:57:02.627Z,2026-08-02T16:57:02.634Z,
False,azure-live-20260802T165654Z,msg-00137,historical:061891,2026-05-22T11:03:00.891039600+00:00,2026-08-02T16:57:02.505+00:00,2026-08-02T16:57:02.555+00:00,200,True,True,50.366,12.057,11.813,38.309,555,612,v3.0-azure-live-replay,2026-08-02T16:57:02.674Z,2026-08-02T16:57:02.686Z,
False,azure-live-20260802T165654Z,msg-00138,historical:062342,2026-05-22T11:33:11.186514900+00:00,2026-08-02T16:57:02.556+00:00,2026-08-02T16:57:02.603+00:00,200,True,True,47.342,9.426,9.179,37.916,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.725Z,2026-08-02T16:57:02.735Z,
False,azure-live-20260802T165654Z,msg-00139,historical:062794,2026-05-22T12:03:52.209422+00:00,2026-08-02T16:57:02.604+00:00,2026-08-02T16:57:02.654+00:00,200,True,True,49.425,9.105,8.859,40.32,552,610,v3.0-azure-live-replay,2026-08-02T16:57:02.772Z,2026-08-02T16:57:02.781Z,
False,azure-live-20260802T165654Z,msg-00140,historical:063246,2026-05-22T12:34:26.378798300+00:00,2026-08-02T16:57:02.655+00:00,2026-08-02T16:57:02.702+00:00,200,True,True,47.393,7.982,7.681,39.411,555,610,v3.0-azure-live-replay,2026-08-02T16:57:02.824Z,2026-08-02T16:57:02.832Z,
False,azure-live-20260802T165654Z,msg-00141,historical:063698,2026-05-22T13:08:06.574335700+00:00,2026-08-02T16:57:02.703+00:00,2026-08-02T16:57:02.748+00:00,200,True,True,44.532,7.89,7.649,36.642,555,609,v3.0-azure-live-replay,2026-08-02T16:57:02.872Z,2026-08-02T16:57:02.879Z,
False,azure-live-20260802T165654Z,msg-00142,historical:064149,2026-05-22T13:40:28.388877900+00:00,2026-08-02T16:57:02.749+00:00,2026-08-02T16:57:02.962+00:00,200,True,True,213.353,7.837,7.604,205.516,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.086Z,2026-08-02T16:57:03.094Z,
False,azure-live-20260802T165654Z,msg-00143,historical:064601,2026-05-22T14:08:29.529268800+00:00,2026-08-02T16:57:02.963+00:00,2026-08-02T16:57:03.010+00:00,200,True,True,46.779,7.844,7.585,38.935,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.131Z,2026-08-02T16:57:03.139Z,
False,azure-live-20260802T165654Z,msg-00144,historical:065053,2026-05-22T14:37:06.819325100+00:00,2026-08-02T16:57:03.011+00:00,2026-08-02T16:57:03.061+00:00,200,True,True,50.232,10.07,9.806,40.162,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.182Z,2026-08-02T16:57:03.192Z,
False,azure-live-20260802T165654Z,msg-00145,historical:065505,2026-05-22T15:05:54.788792600+00:00,2026-08-02T16:57:03.062+00:00,2026-08-02T16:57:03.111+00:00,200,True,True,48.614,7.578,7.158,41.036,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.231Z,2026-08-02T16:57:03.239Z,
False,azure-live-20260802T165654Z,msg-00146,historical:065956,2026-05-22T15:33:31.272053800+00:00,2026-08-02T16:57:03.112+00:00,2026-08-02T16:57:03.155+00:00,200,True,True,42.896,6.794,6.55,36.102,555,609,v3.0-azure-live-replay,2026-08-02T16:57:03.280Z,2026-08-02T16:57:03.287Z,
False,azure-live-20260802T165654Z,msg-00147,historical:066408,2026-05-22T16:03:16.543436900+00:00,2026-08-02T16:57:03.156+00:00,2026-08-02T16:57:03.199+00:00,200,True,True,42.875,7.118,6.715,35.757,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.324Z,2026-08-02T16:57:03.331Z,
False,azure-live-20260802T165654Z,msg-00148,historical:066860,2026-05-22T16:40:32.618983800+00:00,2026-08-02T16:57:03.199+00:00,2026-08-02T16:57:03.269+00:00,200,True,True,69.76,7.724,7.482,62.036,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.369Z,2026-08-02T16:57:03.376Z,
False,azure-live-20260802T165654Z,msg-00149,historical:067312,2026-05-22T17:08:55.284831100+00:00,2026-08-02T16:57:03.271+00:00,2026-08-02T16:57:03.316+00:00,200,True,True,45.235,6.929,6.668,38.306,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.441Z,2026-08-02T16:57:03.448Z,
False,azure-live-20260802T165654Z,msg-00150,historical:067763,2026-05-22T17:36:50.772171600+00:00,2026-08-02T16:57:03.317+00:00,2026-08-02T16:57:03.363+00:00,200,True,True,46.485,9.349,8.974,37.136,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.485Z,2026-08-02T16:57:03.494Z,
False,azure-live-20260802T165654Z,msg-00151,historical:068215,2026-05-22T18:06:29.555191400+00:00,2026-08-02T16:57:03.364+00:00,2026-08-02T16:57:03.415+00:00,200,True,True,50.521,7.31,6.763,43.211,555,609,v3.0-azure-live-replay,2026-08-02T16:57:03.535Z,2026-08-02T16:57:03.543Z,
False,azure-live-20260802T165654Z,msg-00152,historical:068667,2026-05-22T18:34:09.841122400+00:00,2026-08-02T16:57:03.415+00:00,2026-08-02T16:57:03.460+00:00,200,True,True,44.676,7.519,7.266,37.157,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.583Z,2026-08-02T16:57:03.591Z,
False,azure-live-20260802T165654Z,msg-00153,historical:069119,2026-05-22T19:02:00.341274300+00:00,2026-08-02T16:57:03.461+00:00,2026-08-02T16:57:03.505+00:00,200,True,True,44.448,7.79,7.539,36.658,555,609,v3.0-azure-live-replay,2026-08-02T16:57:03.630Z,2026-08-02T16:57:03.637Z,
False,azure-live-20260802T165654Z,msg-00154,historical:069571,2026-05-22T19:29:41.089029100+00:00,2026-08-02T16:57:03.506+00:00,2026-08-02T16:57:03.553+00:00,200,True,True,47.144,8.357,8.118,38.787,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.674Z,2026-08-02T16:57:03.682Z,
False,azure-live-20260802T165654Z,msg-00155,historical:070022,2026-05-22T19:56:49.929558800+00:00,2026-08-02T16:57:03.553+00:00,2026-08-02T16:57:03.598+00:00,200,True,True,44.405,7.145,6.902,37.26,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.722Z,2026-08-02T16:57:03.729Z,
False,azure-live-20260802T165654Z,msg-00156,historical:070474,2026-05-22T20:23:58.639024800+00:00,2026-08-02T16:57:03.598+00:00,2026-08-02T16:57:03.643+00:00,200,True,True,45.023,8.534,8.296,36.489,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.766Z,2026-08-02T16:57:03.774Z,
False,azure-live-20260802T165654Z,msg-00157,historical:070926,2026-05-22T20:51:20.027353600+00:00,2026-08-02T16:57:03.644+00:00,2026-08-02T16:57:03.689+00:00,200,True,True,44.788,7.027,6.782,37.761,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.812Z,2026-08-02T16:57:03.819Z,
False,azure-live-20260802T165654Z,msg-00158,historical:071378,2026-05-22T21:18:22.142221200+00:00,2026-08-02T16:57:03.690+00:00,2026-08-02T16:57:03.736+00:00,200,True,True,45.978,8.687,8.437,37.291,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.858Z,2026-08-02T16:57:03.867Z,
False,azure-live-20260802T165654Z,msg-00159,historical:071829,2026-05-22T21:45:08.719514+00:00,2026-08-02T16:57:03.737+00:00,2026-08-02T16:57:03.781+00:00,200,True,True,44.155,7.725,7.477,36.43,552,610,v3.0-azure-live-replay,2026-08-02T16:57:03.905Z,2026-08-02T16:57:03.913Z,
False,azure-live-20260802T165654Z,msg-00160,historical:072281,2026-05-22T22:13:01.897087100+00:00,2026-08-02T16:57:03.782+00:00,2026-08-02T16:57:03.830+00:00,200,True,True,47.521,7.794,7.551,39.727,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.953Z,2026-08-02T16:57:03.961Z,
False,azure-live-20260802T165654Z,msg-00161,historical:072733,2026-05-22T22:40:35.586078200+00:00,2026-08-02T16:57:03.831+00:00,2026-08-02T16:57:03.875+00:00,200,True,True,44.139,7.272,7.032,36.867,555,610,v3.0-azure-live-replay,2026-08-02T16:57:03.999Z,2026-08-02T16:57:04.006Z,
False,azure-live-20260802T165654Z,msg-00162,historical:073185,2026-05-22T23:07:41.650884+00:00,2026-08-02T16:57:03.876+00:00,2026-08-02T16:57:03.929+00:00,200,True,True,53.031,7.6,7.347,45.431,552,608,v3.0-azure-live-replay,2026-08-02T16:57:04.047Z,2026-08-02T16:57:04.055Z,
False,azure-live-20260802T165654Z,msg-00163,historical:073636,2026-05-22T23:34:52.948671600+00:00,2026-08-02T16:57:03.930+00:00,2026-08-02T16:57:03.975+00:00,200,True,True,44.527,7.661,7.356,36.866,555,610,v3.0-azure-live-replay,2026-08-02T16:57:04.099Z,2026-08-02T16:57:04.106Z,
False,azure-live-20260802T165654Z,msg-00164,historical:074088,2026-05-23T00:02:03.700056100+00:00,2026-08-02T16:57:03.976+00:00,2026-08-02T16:57:04.021+00:00,200,True,True,45.036,7.598,7.35,37.438,555,609,v3.0-azure-live-replay,2026-08-02T16:57:04.145Z,2026-08-02T16:57:04.153Z,
False,azure-live-20260802T165654Z,msg-00165,historical:074540,2026-05-23T00:30:09.852240900+00:00,2026-08-02T16:57:04.022+00:00,2026-08-02T16:57:04.068+00:00,200,True,True,45.79,7.402,7.151,38.388,555,610,v3.0-azure-live-replay,2026-08-02T16:57:04.191Z,2026-08-02T16:57:04.199Z,
False,azure-live-20260802T165654Z,msg-00166,historical:074992,2026-05-23T00:58:09.247032600+00:00,2026-08-02T16:57:04.069+00:00,2026-08-02T16:57:04.114+00:00,200,True,True,44.7,7.969,7.72,36.731,555,609,v3.0-azure-live-replay,2026-08-02T16:57:04.238Z,2026-08-02T16:57:04.246Z,
False,azure-live-20260802T165654Z,msg-00167,historical:075443,2026-05-23T01:26:03.872889200+00:00,2026-08-02T16:57:04.115+00:00,2026-08-02T16:57:04.161+00:00,200,True,True,46.078,8.293,8.048,37.785,555,610,v3.0-azure-live-replay,2026-08-02T16:57:04.284Z,2026-08-02T16:57:04.292Z,
